Transaction_ID,Date,Business_ID,Category,Cash_Inflow,Cash_Outflow,Net_Cashflow,Payment_Method,Notes
TXN_NEW00600,2025-01-11,SMB248,Rent,0,10466,-10466,Cash,Warning: Negative cashflow
TXN_NEW00601,2025-07-24,SMB248,Loan Repayment,0,27898,-27898,Bank Transfer,Warning: Negative cashflow
TXN_NEW00602,2024-09-24,SMB228,Sales Revenue,34979,0,34979,Bank Transfer,Market fluctuation
TXN_NEW00603,2025-06-17,SMB229,Payroll,0,29267,-29267,Cash,Warning: Negative cashflow
TXN_NEW00604,2025-01-29,SMB222,Rent,0,11800,-11800,Bank Transfer,Warning: Negative cashflow
TXN_NEW00605,2024-12-08,SMB230,Loan Repayment,0,33423,-33423,Bank Transfer,Warning: Negative cashflow
TXN_NEW00606,2024-09-26,SMB236,Rent,0,21890,-21890,Online Wallet,Warning: Negative cashflow
TXN_NEW00607,2025-05-27,SMB219,Loan Repayment,0,22311,-22311,Bank Transfer,Warning: Negative cashflow
TXN_NEW00608,2025-08-05,SMB222,Loan Repayment,0,12044,-12044,Online Wallet,Warning: Negative cashflow
TXN_NEW00609,2025-05-09,SMB225,Payroll,0,18523,-18523,Credit,Warning: Negative cashflow
TXN_NEW00610,2025-05-05,SMB218,Inventory Purchase,0,34686,-34686,Bank Transfer,Warning: Negative cashflow
TXN_NEW00611,2024-08-12,SMB203,Loan Repayment,0,55984,-51571,Bank Transfer,Warning: Negative cashflow
TXN_NEW00612,2025-02-22,SMB207,Sales Revenue,41343,0,41343,Online Wallet,Market fluctuation
TXN_NEW00613,2024-11-17,SMB209,Loan Repayment,0,10753,-10753,Credit,Warning: Negative cashflow
TXN_NEW00614,2025-01-14,SMB235,Sales Revenue,18962,0,18962,Credit,Market fluctuation
TXN_NEW00615,2025-01-16,SMB234,Rent,0,11322,-11322,Credit,Warning: Negative cashflow
TXN_NEW00616,2024-12-25,SMB227,Sales Revenue,6241,0,6241,Online Wallet,Customer delay
TXN_NEW00617,2024-10-10,SMB212,Inventory Purchase,0,21536,-21536,Bank Transfer,Warning: Negative cashflow
TXN_NEW00618,2024-07-15,SMB236,Sales Revenue,50317,0,50317,Online Wallet,Customer delay
TXN_NEW00619,2024-11-12,SMB209,Miscellaneous,0,59124,-47234,Bank Transfer,Warning: Negative cashflow
TXN_NEW00620,2025-07-05,SMB210,Payroll,0,9719,-9719,Bank Transfer,Warning: Negative cashflow
TXN_NEW00621,2024-08-23,SMB222,Payroll,0,19250,-19250,Bank Transfer,Warning: Negative cashflow
TXN_NEW00622,2025-06-17,SMB245,Loan Repayment,0,24964,-24964,Cash,Warning: Negative cashflow
TXN_NEW00623,2024-08-27,SMB223,Loan Repayment,0,29950,-29950,Bank Transfer,Warning: Negative cashflow
TXN_NEW00624,2024-10-13,SMB212,Miscellaneous,0,1383,-1383,Credit,Warning: Negative cashflow
TXN_NEW00625,2024-07-18,SMB201,Inventory Purchase,0,31550,-31550,Online Wallet,Warning: Negative cashflow
TXN_NEW00626,2025-07-05,SMB205,Miscellaneous,0,2679,-2679,Online Wallet,Warning: Negative cashflow
TXN_NEW00627,2024-09-12,SMB241,Rent,0,5595,-5595,Credit,Warning: Negative cashflow
TXN_NEW00628,2025-05-10,SMB249,Sales Revenue,42070,0,42070,Credit,Customer delay
TXN_NEW00629,2024-07-22,SMB206,Sales Revenue,36210,0,36210,Cash,Normal transaction
TXN_NEW00630,2024-11-27,SMB244,Sales Revenue,36818,2347,-2347,Bank Transfer,Warning: Negative cashflow
TXN_NEW00631,2025-08-20,SMB230,Loan Repayment,0,9263,-9263,Online Wallet,Warning: Negative cashflow
TXN_NEW00632,2025-08-13,SMB238,Sales Revenue,8875,32609,-32609,Cash,Warning: Negative cashflow
TXN_NEW00633,2024-11-29,SMB222,Rent,0,5372,-5372,Bank Transfer,Warning: Negative cashflow
TXN_NEW00634,2024-11-07,SMB216,Inventory Purchase,0,27561,-27561,Bank Transfer,Warning: Negative cashflow
TXN_NEW00635,2024-09-18,SMB246,Rent,0,19358,-19358,Bank Transfer,Warning: Negative cashflow
TXN_NEW00636,2025-03-12,SMB243,Payroll,0,20946,-20946,Bank Transfer,Warning: Negative cashflow
TXN_NEW00637,2025-05-12,SMB238,Loan Repayment,0,23312,-23312,Credit,Warning: Negative cashflow
TXN_NEW00638,2024-11-07,SMB248,Inventory Purchase,0,29764,-29764,Online Wallet,Warning: Negative cashflow
TXN_NEW00639,2024-09-22,SMB237,Rent,0,27508,-27508,Online Wallet,Warning: Negative cashflow
TXN_NEW00640,2025-01-27,SMB238,Loan Repayment,0,11110,-11110,Bank Transfer,Warning: Negative cashflow
TXN_NEW00641,2024-12-30,SMB211,Sales Revenue,49773,0,49773,Cash,Customer delay
TXN_NEW00642,2025-05-11,SMB227,Inventory Purchase,0,20261,-20261,Online Wallet,Warning: Negative cashflow
TXN_NEW00643,2024-10-11,SMB230,Rent,0,18232,-18232,Bank Transfer,Warning: Negative cashflow
TXN_NEW00644,2024-12-26,SMB243,Rent,0,21336,-21336,Credit,Warning: Negative cashflow
TXN_NEW00645,2024-08-07,SMB223,Miscellaneous,0,11173,-11173,Credit,Warning: Negative cashflow
TXN_NEW00646,2025-06-20,SMB202,Rent,0,27460,-27460,Bank Transfer,Warning: Negative cashflow
TXN_NEW00647,2025-02-10,SMB201,Loan Repayment,0,31976,-31976,Credit,Warning: Negative cashflow
TXN_NEW00648,2025-01-27,SMB213,Sales Revenue,34273,0,34273,Cash,Seasonal effect
TXN_NEW00649,2024-07-21,SMB243,Miscellaneous,0,3456,-3456,Credit,Warning: Negative cashflow
TXN_NEW00650,2024-11-30,SMB230,Miscellaneous,7005,0,7005,Bank Transfer,Seasonal effect
TXN_NEW00651,2025-02-23,SMB247,Miscellaneous,8496,0,8496,Online Wallet,Seasonal effect
TXN_NEW00652,2024-10-04,SMB234,Rent,0,30346,-30346,Online Wallet,Warning: Negative cashflow
TXN_NEW00653,2025-07-28,SMB233,Sales Revenue,1129084,0,1129084,Bank Transfer,Large inflow spike
TXN_NEW00654,2024-12-04,SMB212,Loan Repayment,0,6497,-6497,Cash,Warning: Negative cashflow
TXN_NEW00655,2025-05-02,SMB220,Sales Revenue,25404,0,25404,Credit,Normal transaction
TXN_NEW00656,2024-06-28,SMB220,Payroll,0,2917,-2917,Online Wallet,Warning: Negative cashflow
TXN_NEW00657,2025-04-02,SMB214,Rent,0,6050,-6050,Credit,Warning: Negative cashflow
TXN_NEW00658,2024-07-09,SMB240,Rent,0,12874,-12874,Cash,Warning: Negative cashflow
TXN_NEW00659,2025-05-12,SMB244,Sales Revenue,46792,0,46792,Credit,Seasonal effect
TXN_NEW00660,2025-07-28,SMB218,Inventory Purchase,0,7069,-7069,Bank Transfer,Warning: Negative cashflow
TXN_NEW00661,2025-06-07,SMB245,Miscellaneous,3603,0,3603,Bank Transfer,Normal transaction
TXN_NEW00662,2025-06-07,SMB210,Payroll,0,29113,-29113,Online Wallet,Warning: Negative cashflow
TXN_NEW00663,2024-09-29,SMB217,Loan Repayment,0,10645,-10645,Cash,Warning: Negative cashflow
TXN_NEW00664,2024-09-24,SMB226,Rent,0,32657,-32657,Bank Transfer,Warning: Negative cashflow
TXN_NEW00665,2025-01-10,SMB230,Loan Repayment,0,31594,-31594,Online Wallet,Warning: Negative cashflow
TXN_NEW00666,2024-06-30,SMB206,Rent,0,10799,-10799,Credit,Warning: Negative cashflow
TXN_NEW00667,2025-07-21,SMB248,Sales Revenue,19015,0,19015,Online Wallet,Seasonal effect
TXN_NEW00668,2024-07-04,SMB246,Rent,0,16263,-16263,Online Wallet,Warning: Negative cashflow
TXN_NEW00669,2024-12-02,SMB235,Inventory Purchase,0,30089,-30089,Cash,Warning: Negative cashflow
TXN_NEW00670,2024-09-21,SMB235,Payroll,0,3470,-3470,Credit,Warning: Negative cashflow
TXN_NEW00671,2025-07-26,SMB245,Sales Revenue,16659,0,16659,Credit,Seasonal effect
TXN_NEW00672,2025-07-30,SMB240,Inventory Purchase,0,7983,-7983,Credit,Warning: Negative cashflow
TXN_NEW00673,2025-05-11,SMB220,Payroll,0,14791,-14791,Cash,Warning: Negative cashflow
TXN_NEW00674,2024-11-30,SMB228,Payroll,0,16940,-16940,Bank Transfer,Warning: Negative cashflow
TXN_NEW00675,2025-02-17,SMB218,Loan Repayment,0,12049,-12049,Online Wallet,Warning: Negative cashflow
TXN_NEW00676,2025-02-19,SMB224,Rent,0,25015,-25015,Credit,Warning: Negative cashflow
TXN_NEW00677,2024-09-18,SMB201,Payroll,0,19472,-19472,Credit,Warning: Negative cashflow
TXN_NEW00678,2025-06-12,SMB244,Rent,0,6526,-6526,Online Wallet,Warning: Negative cashflow
TXN_NEW00679,2025-05-31,SMB242,Sales Revenue,19708,0,19708,Online Wallet,Normal transaction
TXN_NEW00680,2025-08-12,SMB205,Loan Repayment,0,31485,-31485,Cash,Warning: Negative cashflow
TXN_NEW00681,2025-04-09,SMB228,Rent,0,17829,-17829,Bank Transfer,Warning: Negative cashflow
TXN_NEW00682,2024-08-15,SMB219,Miscellaneous,0,1816,-1816,Cash,Warning: Negative cashflow
TXN_NEW00683,2025-06-07,SMB215,Sales Revenue,18880,0,18880,Online Wallet,Customer delay
TXN_NEW00684,2024-09-14,SMB243,Payroll,0,34965,-34965,Online Wallet,Warning: Negative cashflow
TXN_NEW00685,2024-08-05,SMB204,Miscellaneous,0,5935,-5935,Bank Transfer,Warning: Negative cashflow
TXN_NEW00686,2025-01-24,SMB202,Miscellaneous,1737,0,1737,Credit,Seasonal effect
TXN_NEW00687,2025-03-09,SMB233,Rent,0,27138,-27138,Cash,Warning: Negative cashflow
TXN_NEW00688,2024-10-14,SMB220,Payroll,0,34484,-34484,Bank Transfer,Warning: Negative cashflow
TXN_NEW00689,2024-09-29,SMB207,Sales Revenue,26122,0,26122,Bank Transfer,Seasonal effect
TXN_NEW00690,2025-06-04,SMB245,Payroll,0,25039,-25039,Credit,Warning: Negative cashflow
TXN_NEW00691,2024-10-08,SMB214,Inventory Purchase,0,7764,-7764,Cash,Warning: Negative cashflow
TXN_NEW00692,2025-07-17,SMB249,Rent,0,13174,-13174,Credit,Warning: Negative cashflow
TXN_NEW00693,2025-06-23,SMB231,Payroll,0,34750,-34750,Credit,Warning: Negative cashflow
TXN_NEW00694,2025-06-21,SMB226,Inventory Purchase,0,6766,-6766,Cash,Warning: Negative cashflow
TXN_NEW00695,2025-08-04,SMB201,Inventory Purchase,0,20082,-20082,Credit,Warning: Negative cashflow
TXN_NEW00696,2025-02-13,SMB232,Loan Repayment,0,24588,-24588,Credit,Warning: Negative cashflow
TXN_NEW00697,2024-11-01,SMB213,Sales Revenue,15717,0,15717,Credit,Seasonal effect
TXN_NEW00698,2024-07-08,SMB225,Rent,0,24584,-24584,Bank Transfer,Warning: Negative cashflow
TXN_NEW00699,2025-06-16,SMB225,Sales Revenue,43590,0,43590,Credit,Market fluctuation
TXN_NEW00700,2025-01-06,SMB233,Sales Revenue,17030,0,17030,Credit,Customer delay
TXN_NEW00701,2025-04-10,SMB247,Inventory Purchase,0,4436,-4436,Credit,Warning: Negative cashflow
TXN_NEW00702,2025-03-19,SMB224,Sales Revenue,36067,0,36067,Bank Transfer,Market fluctuation
TXN_NEW00703,2025-05-23,SMB204,Rent,0,108958,-104400,Credit,Warning: Negative cashflow
TXN_NEW00704,2025-07-02,SMB237,Loan Repayment,0,31665,-31665,Bank Transfer,Warning: Negative cashflow
TXN_NEW00705,2025-05-01,SMB224,Loan Repayment,0,12162,-12162,Online Wallet,Warning: Negative cashflow
TXN_NEW00706,2025-01-26,SMB236,Miscellaneous,5703,0,5703,Online Wallet,Seasonal effect
TXN_NEW00707,2025-04-03,SMB209,Payroll,0,32259,-32259,Credit,Warning: Negative cashflow
TXN_NEW00708,2024-09-21,SMB207,Miscellaneous,0,8663,-8663,Credit,Warning: Negative cashflow
TXN_NEW00709,2025-05-06,SMB250,Sales Revenue,848940,0,848940,Online Wallet,Large inflow spike
TXN_NEW00710,2025-08-11,SMB246,Payroll,0,10070,-10070,Bank Transfer,Warning: Negative cashflow
TXN_NEW00711,2024-07-10,SMB250,Payroll,0,18207,-18207,Cash,Warning: Negative cashflow
TXN_NEW00712,2024-08-16,SMB210,Miscellaneous,0,5589,-5589,Online Wallet,Warning: Negative cashflow
TXN_NEW00713,2025-01-17,SMB203,Inventory Purchase,0,27042,-27042,Bank Transfer,Warning: Negative cashflow
TXN_NEW00714,2025-05-22,SMB237,Sales Revenue,59551,0,59551,Credit,Seasonal effect
TXN_NEW00715,2024-07-16,SMB237,Inventory Purchase,0,25146,-25146,Cash,Warning: Negative cashflow
TXN_NEW00716,2025-01-05,SMB242,Sales Revenue,17898,0,17898,Bank Transfer,Customer delay
TXN_NEW00717,2024-08-13,SMB236,Sales Revenue,52929,0,52929,Bank Transfer,Seasonal effect
TXN_NEW00718,2024-07-20,SMB217,Inventory Purchase,0,20254,-20254,Credit,Warning: Negative cashflow
TXN_NEW00719,2025-08-19,SMB238,Loan Repayment,0,20635,-20635,Online Wallet,Warning: Negative cashflow
TXN_NEW00720,2024-08-29,SMB235,Inventory Purchase,0,32265,-32265,Cash,Warning: Negative cashflow
TXN_NEW00721,2025-06-02,SMB242,Payroll,0,22169,-22169,Online Wallet,Warning: Negative cashflow
TXN_NEW00722,2024-12-11,SMB234,Sales Revenue,9539,0,9539,Online Wallet,Normal transaction
TXN_NEW00723,2025-08-22,SMB222,Sales Revenue,27306,0,27306,Credit,Seasonal effect
TXN_NEW00724,2025-06-18,SMB219,Payroll,0,32380,-32380,Online Wallet,Warning: Negative cashflow
TXN_NEW00725,2025-04-09,SMB222,Miscellaneous,0,2415,-2415,Online Wallet,Warning: Negative cashflow
TXN_NEW00726,2025-05-23,SMB201,Inventory Purchase,0,17107,-17107,Credit,Warning: Negative cashflow
TXN_NEW00727,2024-08-16,SMB212,Payroll,0,14562,-14562,Bank Transfer,Warning: Negative cashflow
TXN_NEW00728,2025-04-06,SMB245,Inventory Purchase,0,22975,-22975,Online Wallet,Warning: Negative cashflow
TXN_NEW00729,2025-04-01,SMB220,Miscellaneous,4154,0,4154,Bank Transfer,Normal transaction
TXN_NEW00730,2024-12-11,SMB230,Payroll,0,19408,-19408,Credit,Warning: Negative cashflow
TXN_NEW00731,2024-12-30,SMB236,Inventory Purchase,0,27997,-27997,Online Wallet,Warning: Negative cashflow
TXN_NEW00732,2025-05-08,SMB204,Payroll,0,29247,-29247,Cash,Warning: Negative cashflow
TXN_NEW00733,2024-09-15,SMB216,Miscellaneous,0,9228,-9228,Online Wallet,Warning: Negative cashflow
TXN_NEW00734,2024-07-14,SMB213,Sales Revenue,21719,0,21719,Bank Transfer,Customer delay
TXN_NEW00735,2025-01-18,SMB204,Loan Repayment,0,5594,-5594,Cash,Warning: Negative cashflow
TXN_NEW00736,2025-05-13,SMB212,Rent,0,15438,-15438,Bank Transfer,Warning: Negative cashflow
TXN_NEW00737,2024-10-13,SMB234,Loan Repayment,0,3841,-3841,Bank Transfer,Warning: Negative cashflow
TXN_NEW00738,2024-11-24,SMB203,Inventory Purchase,0,10025,-10025,Credit,Warning: Negative cashflow
TXN_NEW00739,2025-01-21,SMB214,Loan Repayment,0,3795,-3795,Bank Transfer,Warning: Negative cashflow
TXN_NEW00740,2025-03-22,SMB204,Loan Repayment,0,4054,-4054,Cash,Warning: Negative cashflow
TXN_NEW00741,2024-10-16,SMB227,Loan Repayment,0,13898,-13898,Online Wallet,Warning: Negative cashflow
TXN_NEW00742,2025-03-23,SMB237,Sales Revenue,21670,0,21670,Credit,Customer delay
TXN_NEW00743,2024-08-21,SMB214,Loan Repayment,0,31405,-31405,Bank Transfer,Warning: Negative cashflow
TXN_NEW00744,2024-06-16,SMB205,Miscellaneous,0,3327,-3327,Credit,Warning: Negative cashflow
TXN_NEW00745,2025-04-19,SMB212,Payroll,0,8235,-8235,Cash,Warning: Negative cashflow
TXN_NEW00746,2025-01-10,SMB244,Miscellaneous,6551,0,6551,Cash,Seasonal effect
TXN_NEW00747,2024-10-26,SMB204,Loan Repayment,0,32328,-32328,Credit,Warning: Negative cashflow
TXN_NEW00748,2025-05-20,SMB231,Sales Revenue,8136,0,8136,Bank Transfer,Market fluctuation
TXN_NEW00749,2025-05-04,SMB224,Loan Repayment,0,10016,-10016,Bank Transfer,Warning: Negative cashflow
TXN_NEW00750,2025-01-24,SMB250,Sales Revenue,36140,0,36140,Bank Transfer,Customer delay
TXN_NEW00751,2024-10-06,SMB218,Rent,0,9459,-9459,Credit,Warning: Negative cashflow
TXN_NEW00752,2025-04-06,SMB204,Rent,0,141407,-120725,Bank Transfer,Warning: Negative cashflow
TXN_NEW00753,2024-12-26,SMB242,Sales Revenue,36457,0,36457,Online Wallet,Customer delay
TXN_NEW00754,2025-05-10,SMB205,Rent,0,25360,-25360,Online Wallet,Warning: Negative cashflow
TXN_NEW00755,2025-03-16,SMB222,Sales Revenue,15092,0,15092,Bank Transfer,Market fluctuation
TXN_NEW00756,2025-04-23,SMB217,Inventory Purchase,0,11291,-11291,Bank Transfer,Warning: Negative cashflow
TXN_NEW00757,2024-08-16,SMB233,Rent,0,30446,-30446,Online Wallet,Warning: Negative cashflow
TXN_NEW00758,2025-04-06,SMB229,Sales Revenue,56146,0,56146,Online Wallet,Customer delay
TXN_NEW00759,2024-07-18,SMB204,Rent,0,25135,-25135,Credit,Warning: Negative cashflow
TXN_NEW00760,2024-10-26,SMB219,Loan Repayment,0,2652,-2652,Online Wallet,Warning: Negative cashflow
TXN_NEW00761,2024-06-15,SMB231,Rent,0,11934,-11934,Cash,Warning: Negative cashflow
TXN_NEW00762,2025-01-05,SMB209,Miscellaneous,0,2189,-2189,Cash,Warning: Negative cashflow
TXN_NEW00763,2025-04-24,SMB249,Sales Revenue,52128,0,52128,Online Wallet,Normal transaction
TXN_NEW00764,2025-06-30,SMB215,Inventory Purchase,0,11240,-11240,Online Wallet,Warning: Negative cashflow
TXN_NEW00765,2024-09-18,SMB225,Rent,0,28984,-28984,Bank Transfer,Warning: Negative cashflow
TXN_NEW00766,2024-10-19,SMB212,Loan Repayment,0,19449,-19449,Bank Transfer,Warning: Negative cashflow
TXN_NEW00767,2025-06-05,SMB218,Sales Revenue,50078,0,50078,Cash,Seasonal effect
TXN_NEW00768,2025-06-24,SMB216,Sales Revenue,9120,58212,-58212,Online Wallet,Warning: Negative cashflow
TXN_NEW00769,2024-09-18,SMB248,Rent,0,25758,-25758,Online Wallet,Warning: Negative cashflow
TXN_NEW00770,2025-08-22,SMB205,Inventory Purchase,0,29430,-29430,Credit,Warning: Negative cashflow
TXN_NEW00771,2025-07-05,SMB244,Loan Repayment,0,6194,-6194,Credit,Warning: Negative cashflow
TXN_NEW00772,2024-07-11,SMB219,Loan Repayment,0,13353,-13353,Online Wallet,Warning: Negative cashflow
TXN_NEW00773,2025-05-11,SMB211,Sales Revenue,50493,0,50493,Cash,Market fluctuation
TXN_NEW00774,2025-05-12,SMB209,Sales Revenue,56330,0,56330,Bank Transfer,Normal transaction
TXN_NEW00775,2025-05-15,SMB243,Rent,0,27975,-27975,Online Wallet,Warning: Negative cashflow
TXN_NEW00776,2024-12-30,SMB227,Inventory Purchase,0,26192,-26192,Cash,Warning: Negative cashflow
TXN_NEW00777,2025-05-05,SMB217,Inventory Purchase,0,12763,-12763,Online Wallet,Warning: Negative cashflow
TXN_NEW00778,2024-12-10,SMB242,Payroll,0,18685,-18685,Online Wallet,Warning: Negative cashflow
TXN_NEW00779,2024-08-22,SMB205,Loan Repayment,0,21006,-21006,Credit,Warning: Negative cashflow
TXN_NEW00780,2025-07-16,SMB212,Payroll,0,23029,-23029,Bank Transfer,Warning: Negative cashflow
TXN_NEW00781,2024-06-20,SMB211,Rent,0,6532,-6532,Bank Transfer,Warning: Negative cashflow
TXN_NEW00782,2025-08-16,SMB207,Payroll,0,24440,-24440,Online Wallet,Warning: Negative cashflow
TXN_NEW00783,2024-06-04,SMB220,Payroll,0,59508,-53656,Bank Transfer,Warning: Negative cashflow
TXN_NEW00784,2024-12-29,SMB222,Inventory Purchase,0,13057,-13057,Online Wallet,Warning: Negative cashflow
TXN_NEW00785,2025-08-09,SMB231,Loan Repayment,0,22557,-22557,Bank Transfer,Warning: Negative cashflow
TXN_NEW00786,2025-07-10,SMB227,Inventory Purchase,0,10660,-10660,Online Wallet,Warning: Negative cashflow
TXN_NEW00787,2025-06-17,SMB241,Payroll,0,27039,-27039,Cash,Warning: Negative cashflow
TXN_NEW00788,2025-04-26,SMB234,Rent,0,11166,-11166,Online Wallet,Warning: Negative cashflow
TXN_NEW00789,2024-08-18,SMB230,Rent,0,176448,-176448,Online Wallet,Warning: Negative cashflow
TXN_NEW00790,2025-07-10,SMB208,Miscellaneous,0,5881,-5881,Online Wallet,Warning: Negative cashflow
TXN_NEW00791,2025-04-01,SMB211,Payroll,0,19545,-19545,Online Wallet,Warning: Negative cashflow
TXN_NEW00792,2024-06-21,SMB242,Rent,0,23528,-23528,Credit,Warning: Negative cashflow
TXN_NEW00793,2024-12-10,SMB233,Miscellaneous,0,3815,-3815,Credit,Warning: Negative cashflow
TXN_NEW00794,2025-05-24,SMB214,Miscellaneous,0,11984,-11984,Cash,Warning: Negative cashflow
TXN_NEW00795,2025-08-04,SMB226,Payroll,0,13600,-13600,Bank Transfer,Warning: Negative cashflow
TXN_NEW00796,2024-06-28,SMB249,Sales Revenue,31123,0,31123,Online Wallet,Customer delay
TXN_NEW00797,2025-05-14,SMB217,Rent,0,28957,-28957,Cash,Warning: Negative cashflow
TXN_NEW00798,2025-04-08,SMB216,Miscellaneous,7344,0,7344,Online Wallet,Normal transaction
